Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,1,0.000000,0.169300,0.169300,0.720000,,,0.720000,HARD,,
2,t02,Periodic,10,0.000000,0.000300,0.000700,0.010000,,,0.010000,HARD,,
3,t03,Aperiodic,2,0.000000,0.117000,0.117000,0.540000,0.540000,0.900000,0.540000,HARD,,
4,t04,Aperiodic,5,0.000000,0.021800,0.021800,0.380000,0.380000,0.640000,0.380000,HARD,,
5,t05,Aperiodic,6,0.000000,0.013500,0.022700,0.110000,0.110000,0.190000,0.110000,HARD,,
6,t06,Aperiodic,3,0.000000,0.003700,0.003700,0.480000,0.480000,0.800000,0.480000,HARD,,
7,t07,Aperiodic,4,0.000000,0.003400,0.003400,0.450000,0.450000,0.750000,0.450000,HARD,,
8,t08,Periodic,9,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
9,t09,Periodic,8,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
10,t10,Periodic,7,0.000000,0.015000,0.015000,0.100000,,,0.100000,HARD,,

